source,expression,target,evidence,config_gates
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::load_manifest,isinstance,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:52,"not isinstance(manifest, dict) or not isinstance(manifest.get('tasks'), list)"
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::load_manifest,task.get,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:54,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::load_manifest,str,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:55,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::load_manifest,len,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:56,len(ids) != 30 or len(set(ids)) != 30
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::load_manifest,len,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:56,len(ids) != 30 or len(set(ids)) != 30
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::load_manifest,ValueError,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:62,"not task.get('prompt') or not isinstance(task.get('files'), dict)"
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::load_manifest,"task.get('grader', {}).get",,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:63,"task.get('grader', {}).get('type') not in {'tag_equals', 'file_equals', 'file_contains', 'pytest'}"
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::load_manifest,ValueError,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:69,"task.get('grader', {}).get('type') not in {'tag_equals', 'file_equals', 'file_contains', 'pytest'}"
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::manifest_digest,hashlib.sha256,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:74,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::safe_materialize,(workspace / '.git').exists,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:78,workspace.name != 'repo' or not (workspace / '.git').exists()
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::safe_materialize,Path,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:80,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::safe_materialize,str,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:84,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::safe_materialize,str,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:86,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git,str,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:95,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::default_branch,result.stdout.splitlines,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:112,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::finalize_session_branch,relative.as_posix,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:198,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::ensure_conversation_session,UUID,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:214,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::ensure_conversation_session,UUID,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:214,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::file_hashes,any,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:221,not path.is_file() or any((part in ignored for part in path.parts))
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::file_hashes,str,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:223,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::grade,match.group(1).split,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:234,kind == 'tag_equals'
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::grade,str(grader['value']).split,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:235,kind == 'tag_equals'
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::grade,path.is_file,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:239,"kind in {'file_equals', 'file_contains'} && not path.is_file()"
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.__init__,RuntimeError,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:264,response.status_code != 303
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.__init__,"payload.get('capabilities', {}).get",,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:268,"not payload.get('capabilities', {}).get('durable_agent')"
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.__init__,RuntimeError,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:269,"not payload.get('capabilities', {}).get('durable_agent')"
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.__init__,set,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:270,"set(payload['capabilities'].get('agent_strategies', [])) != set(STRATEGIES)"
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.__init__,set,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:270,"set(payload['capabilities'].get('agent_strategies', [])) != set(STRATEGIES)"
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.__init__,RuntimeError,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:271,"set(payload['capabilities'].get('agent_strategies', [])) != set(STRATEGIES)"
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.headers,str,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:279,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.create_conversation,RuntimeError,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:287,response.status_code != 201
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.submit,RuntimeError,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:297,response.status_code != 202
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.wait,time.monotonic,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:301,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.wait,time.monotonic,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:302,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.wait,self.client.get,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:303,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.wait,response.raise_for_status,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:304,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.wait,dict,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:305,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.wait,time.sleep,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:308,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.answer,str,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:318,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::operation_metrics,str,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:329,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::classify_failure,run.get,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:350,run.get('status') != 'completed'
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::classify_failure,mapping.get,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:358,run.get('status') != 'completed'
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::append_record,stream.fileno,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:369,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::completed_keys,line.strip,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:378,line.strip()
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,set,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:429,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,required.items,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:444,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,Path,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:447,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::parser,list,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:595,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::main,parser,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::parser,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:610,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py,Path,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:29,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::load_manifest,manifest.get,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:52,"not isinstance(manifest, dict) or not isinstance(manifest.get('tasks'), list)"
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::load_manifest,task.get,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:55,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::load_manifest,set,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:56,len(ids) != 30 or len(set(ids)) != 30
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::load_manifest,task.get,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:61,"not task.get('prompt') or not isinstance(task.get('files'), dict)"
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::load_manifest,isinstance,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:61,"not task.get('prompt') or not isinstance(task.get('files'), dict)"
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::manifest_digest,path.read_bytes,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:74,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git,result.stderr.strip,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:101,check and result.returncode
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::default_branch,name.startswith,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:116,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::preserve_interrupted_workspace,git,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:147,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::preserve_interrupted_workspace,staged.stderr.strip,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:161,"staged.returncode not in {0, 1}"
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::preserve_interrupted_workspace,git,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:164,"git(workspace, 'status', '--porcelain').stdout.strip()"
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::prepare_session_branch,git,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:173,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::finalize_session_branch,staged.stderr.strip,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:186,"staged.returncode not in {0, 1}"
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::finalize_session_branch,git,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:189,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::finalize_session_branch,"git(workspace, 'ls-files', '--others', '--exclude-standard', '-z').stdout.split",,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:193,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::file_hashes,path.is_file,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:221,not path.is_file() or any((part in ignored for part in path.parts))
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::file_hashes,path.relative_to,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:223,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::file_hashes,hashlib.sha256,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:223,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::grade,str,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:243,"kind in {'file_equals', 'file_contains'} && kind == 'file_equals'"
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.__init__,base_url.rstrip,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:258,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.__init__,payload['capabilities'].get,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:270,"set(payload['capabilities'].get('agent_strategies', [])) != set(STRATEGIES)"
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.headers,uuid4,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:279,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.create_conversation,self.headers,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.headers,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:284,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.submit,self.headers,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.headers,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:294,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.submit,response.json,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:298,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.answer,response.json,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:316,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::operation_metrics,int,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:338,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::operation_metrics,str,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:340,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::classify_failure,str,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:347,"error is not None && isinstance(error, TimeoutError)"
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::classify_failure,failure.get,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:351,run.get('status') != 'completed'
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::append_record,json.dumps,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:367,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::completed_keys,json.loads,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:379,line.strip()
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::completed_keys,keys.add,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:382,line.strip()
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::preflight,len,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:408,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::preflight,dict,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:409,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::preflight,manifest_digest,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::manifest_digest,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:410,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,os.getenv,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:433,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,datetime.now,,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:456,
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,utc_now,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::utc_now,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:474,
